InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Month,Total cost
C563894,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,-1,8/21/2011 9:18,3.75,16330,United Kingdom,8,-3.75
C563899,22726,ALARM CLOCK BAKELIKE GREEN,-1,8/21/2011 10:55,3.75,17097,Spain,8,-3.75
C563899,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-1,8/21/2011 10:55,12.75,17097,Spain,8,-12.75
C563918,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,8/21/2011 13:47,1.45,14572,United Kingdom,8,-1.45
C563948,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-6,8/22/2011 10:30,1.65,13089,United Kingdom,8,-9.9
C563948,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-6,8/22/2011 10:30,1.65,13089,United Kingdom,8,-9.9
C563948,21670,BLUE SPOT CERAMIC DRAWER KNOB,-6,8/22/2011 10:30,1.25,13089,United Kingdom,8,-7.5
C564063,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,8/22/2011 15:00,3.25,16184,United Kingdom,8,-3.25
C564081,22423,REGENCY CAKESTAND 3 TIER,-150,8/22/2011 17:10,10.95,17949,United Kingdom,8,-1642.5
C564084,23574,PACKING CHARGE,-1,8/23/2011 9:16,7.5,14911,EIRE,8,-7.5
C564094,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,8/23/2011 10:30,2.95,16550,United Kingdom,8,-5.9
C564094,21658,GLASS  BEURRE DISH,-2,8/23/2011 10:30,3.95,16550,United Kingdom,8,-7.9
C564104,23199,JUMBO BAG APPLES,-10,8/23/2011 10:38,2.08,12530,Germany,8,-20.8
C564104,90070,RUBY GLASS CLUSTER BRACELET,-3,8/23/2011 10:38,5.95,12530,Germany,8,-17.85
C564108,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,8/23/2011 10:42,4.95,12428,Finland,8,-4.95
C564131,22946,WOODEN ADVENT CALENDAR CREAM,-1,8/23/2011 10:55,16.95,14407,United Kingdom,8,-16.95
C564134,23198,PANTRY MAGNETIC  SHOPPING LIST,-7,8/23/2011 11:02,1.45,12456,Switzerland,8,-10.15
C564134,23196,VINTAGE LEAF MAGNETIC NOTEPAD,-8,8/23/2011 11:02,1.45,12456,Switzerland,8,-11.6
C564134,22551,PLASTERS IN TIN SPACEBOY,-1,8/23/2011 11:02,1.65,12456,Switzerland,8,-1.65
C564134,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1,8/23/2011 11:02,3.75,12456,Switzerland,8,-3.75
C564138,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,8/23/2011 11:36,1.65,12753,Japan,8,-1.65
C564138,20979,36 PENCILS TUBE RED RETROSPOT,-16,8/23/2011 11:36,1.25,12753,Japan,8,-20
C564138,22637,PIGGY BANK RETROSPOT ,-2,8/23/2011 11:36,2.1,12753,Japan,8,-4.2
C564138,21218,RED SPOTTY BISCUIT TIN,-3,8/23/2011 11:36,3.25,12753,Japan,8,-9.75
C564138,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1,8/23/2011 11:36,3.75,12753,Japan,8,-3.75
C564138,23244,ROUND STORAGE TIN VINTAGE LEAF,-2,8/23/2011 11:36,1.65,12753,Japan,8,-3.3
C564138,23238,SET OF 4 KNICK KNACK TINS LONDON ,-1,8/23/2011 11:36,3.75,12753,Japan,8,-3.75
C564138,23229,VINTAGE DONKEY TAIL GAME ,-1,8/23/2011 11:36,3.39,12753,Japan,8,-3.39
C564142,79191C,RETRO PLASTIC ELEPHANT TRAY,-1,8/23/2011 11:49,0.85,12477,Germany,8,-0.85
C564142,22244,3 HOOK HANGER MAGIC GARDEN,-1,8/23/2011 11:49,1.95,12477,Germany,8,-1.95
C564142,21155,RED RETROSPOT PEG BAG,-1,8/23/2011 11:49,2.55,12477,Germany,8,-2.55
C564204,21137,BLACK RECORD COVER FRAME,-1,8/24/2011 8:55,3.39,13576,United Kingdom,8,-3.39
C564206,37446,MINI CAKE STAND WITH HANGING CAKES,-1,8/24/2011 9:04,1.25,14301,United Kingdom,8,-1.25
C564206,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-2,8/24/2011 9:04,1.25,14301,United Kingdom,8,-2.5
C564206,22067,CHOC TRUFFLE GOLD TRINKET POT ,-3,8/24/2011 9:04,1.45,14301,United Kingdom,8,-4.35
C564207,22156,HEART DECORATION WITH PEARLS ,-7,8/24/2011 9:06,0.72,15270,United Kingdom,8,-5.04
C564207,22457,NATURAL SLATE HEART CHALKBOARD ,-2,8/24/2011 9:06,2.55,15270,United Kingdom,8,-5.1
C564207,75049L,LARGE CIRCULAR MIRROR MOBILE,-35,8/24/2011 9:06,0.85,15270,United Kingdom,8,-29.75
C564208,23129,HEART SHAPED HOLLY WREATH,-1,8/24/2011 9:07,4.15,15469,United Kingdom,8,-4.15
C564208,22768,FAMILY PHOTO FRAME CORNICE,-1,8/24/2011 9:07,9.95,15469,United Kingdom,8,-9.95
C564209,22996,TRAVEL CARD WALLET VINTAGE TICKET,-1,8/24/2011 9:07,0.42,14189,United Kingdom,8,-0.42
C564209,22121,NOEL WOODEN BLOCK LETTERS ,-1,8/24/2011 9:07,5.95,14189,United Kingdom,8,-5.95
C564210,23203,JUMBO BAG VINTAGE DOILY ,-1,8/24/2011 9:10,2.08,14194,United Kingdom,8,-2.08
C564211,23112,PARISIENNE CURIO CABINET,-1,8/24/2011 9:11,7.5,17652,United Kingdom,8,-7.5
C564211,23110,PARISIENNE KEY CABINET ,-1,8/24/2011 9:11,5.75,17652,United Kingdom,8,-5.75
C564212,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,8/24/2011 9:13,2.95,13209,United Kingdom,8,-2.95
C564212,22992,REVOLVER WOODEN RULER ,-1,8/24/2011 9:13,1.95,13209,United Kingdom,8,-1.95
C564212,22729,ALARM CLOCK BAKELIKE ORANGE,-1,8/24/2011 9:13,3.75,13209,United Kingdom,8,-3.75
C564212,22728,ALARM CLOCK BAKELIKE PINK,-1,8/24/2011 9:13,3.75,13209,United Kingdom,8,-3.75
C564212,22727,ALARM CLOCK BAKELIKE RED ,-1,8/24/2011 9:13,3.75,13209,United Kingdom,8,-3.75
C564213,21845,DAIRY MAID STRIPE MUG,-2,8/24/2011 9:15,0.79,15301,United Kingdom,8,-1.58
C564213,23110,PARISIENNE KEY CABINET ,-1,8/24/2011 9:15,5.75,15301,United Kingdom,8,-5.75
C564214,22457,NATURAL SLATE HEART CHALKBOARD ,-1,8/24/2011 9:20,2.95,16996,United Kingdom,8,-2.95
C564214,82494L,WOODEN FRAME ANTIQUE WHITE ,-6,8/24/2011 9:20,2.95,16996,United Kingdom,8,-17.7
C564215,22960,JAM MAKING SET WITH JARS,-1,8/24/2011 9:22,4.25,16133,United Kingdom,8,-4.25
C564217,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,8/24/2011 9:24,2.95,12994,United Kingdom,8,-5.9
C564217,22979,PANTRY WASHING UP BRUSH,-1,8/24/2011 9:24,1.45,12994,United Kingdom,8,-1.45
C564217,23252,VINTAGE RED ENAMEL TRIM JUG ,-2,8/24/2011 9:24,3.75,12994,United Kingdom,8,-7.5
C564217,22429,ENAMEL MEASURING JUG CREAM,-3,8/24/2011 9:24,4.25,12994,United Kingdom,8,-12.75
C564217,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-1,8/24/2011 9:24,2.1,12994,United Kingdom,8,-2.1
C564217,85053,FRENCH ENAMEL CANDLEHOLDER,-3,8/24/2011 9:24,2.1,12994,United Kingdom,8,-6.3
C564218,79191C,RETRO PLASTIC ELEPHANT TRAY,-24,8/24/2011 9:25,0.85,16302,United Kingdom,8,-20.4
C564232,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-8,8/24/2011 10:25,1.95,13517,United Kingdom,8,-15.6
C564257,22098,BOUDOIR SQUARE TISSUE BOX,-36,8/24/2011 10:45,0.39,16607,United Kingdom,8,-14.04
C564276,84665,SQUARE CHERRY BLOSSOM CABINET,-16,8/24/2011 10:53,5.95,16841,United Kingdom,8,-95.2
C564279,21165,BEWARE OF THE CAT METAL SIGN ,-12,8/24/2011 10:54,1.69,17706,United Kingdom,8,-20.28
C564279,23064,CINDERELLA CHANDELIER ,-3,8/24/2011 10:54,49.95,17706,United Kingdom,8,-149.85
C564279,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-12,8/24/2011 10:54,4.15,17706,United Kingdom,8,-49.8
C564279,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-6,8/24/2011 10:54,12.75,17706,United Kingdom,8,-76.5
C564279,37501,TEA TIME TEA SET IN GIFT BOX,-2,8/24/2011 10:54,6.95,17706,United Kingdom,8,-13.9
C564281,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,8/24/2011 10:54,1.49,14796,United Kingdom,8,-1.49
C564281,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,8/24/2011 10:54,2.95,14796,United Kingdom,8,-2.95
C564281,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,8/24/2011 10:54,1.25,14796,United Kingdom,8,-1.25
C564281,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,8/24/2011 10:54,9.95,14796,United Kingdom,8,-9.95
C564281,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,8/24/2011 10:54,4.95,14796,United Kingdom,8,-4.95
C564281,84927A,WAKE UP COCKEREL TILE HOOK,-1,8/24/2011 10:54,0.39,14796,United Kingdom,8,-0.39
C564281,23185,FRENCH STYLE STORAGE JAR JAM,-1,8/24/2011 10:54,0.29,14796,United Kingdom,8,-0.29
C564299,23110,PARISIENNE KEY CABINET ,-4,8/24/2011 11:00,5.75,12853,United Kingdom,8,-23
C564299,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-8,8/24/2011 11:00,3.75,12853,United Kingdom,8,-30
C564320,22767,TRIPLE PHOTO FRAME CORNICE ,-1,8/24/2011 13:20,9.95,16536,United Kingdom,8,-9.95
C564362,23112,PARISIENNE CURIO CABINET,-2,8/24/2011 16:20,7.5,13148,United Kingdom,8,-15
C564362,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,8/24/2011 16:20,6.95,13148,United Kingdom,8,-6.95
C564362,23118,PARISIENNE JEWELLERY DRAWER ,-1,8/24/2011 16:20,7.5,13148,United Kingdom,8,-7.5
C564362,23110,PARISIENNE KEY CABINET ,-2,8/24/2011 16:20,5.75,13148,United Kingdom,8,-11.5
C564368,21209,MULTICOLOUR HONEYCOMB FAN,-10,8/25/2011 9:29,0.39,16493,United Kingdom,8,-3.9
C564368,21194,PINK  HONEYCOMB PAPER FAN,-6,8/25/2011 9:29,0.65,16493,United Kingdom,8,-3.9
C564368,21208,PASTEL COLOUR HONEYCOMB FAN,-24,8/25/2011 9:29,0.39,16493,United Kingdom,8,-9.36
C564424,15039,SANDALWOOD FAN,-20,8/25/2011 11:10,0.85,12955,United Kingdom,8,-17
C564426,21875,KINGS CHOICE MUG,-1,8/25/2011 11:13,1.25,15804,United Kingdom,8,-1.25
C564426,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-1,8/25/2011 11:13,3.75,15804,United Kingdom,8,-3.75
C564427,21927,BLUE/CREAM STRIPE CUSHION COVER ,-1,8/25/2011 11:18,1.25,17841,United Kingdom,8,-1.25
C564427,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,-1,8/25/2011 11:18,1.45,17841,United Kingdom,8,-1.45
C564427,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,8/25/2011 11:18,1.25,17841,United Kingdom,8,-1.25
C564427,21628,TRIANGULAR POUFFE VINTAGE ,-2,8/25/2011 11:18,14.95,17841,United Kingdom,8,-29.9
C564427,22041,"RECORD FRAME 7"" SINGLE SIZE ",-1,8/25/2011 11:18,2.55,17841,United Kingdom,8,-2.55
C564427,22893,MINI CAKE STAND T-LIGHT HOLDER,-1,8/25/2011 11:18,0.42,17841,United Kingdom,8,-0.42
C564478,22990,COTTON APRON PANTRY DESIGN,-2,8/25/2011 13:12,4.95,14732,United Kingdom,8,-9.9
C564488,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-3,8/25/2011 14:12,4.25,16859,United Kingdom,8,-12.75
C564488,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,-4,8/25/2011 14:12,4.25,16859,United Kingdom,8,-17
C564488,85231G,ORANGE SCENTED SET/9 T-LIGHTS,-10,8/25/2011 14:12,0.85,16859,United Kingdom,8,-8.5
C564488,85231B,CINAMMON SET OF 9 T-LIGHTS,-11,8/25/2011 14:12,0.85,16859,United Kingdom,8,-9.35
C564488,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-9,8/25/2011 14:12,0.85,16859,United Kingdom,8,-7.65
C564488,22460,EMBOSSED GLASS TEALIGHT HOLDER,-11,8/25/2011 14:12,1.25,16859,United Kingdom,8,-13.75
C564488,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,-4,8/25/2011 14:12,2.55,16859,United Kingdom,8,-10.2
C564488,84978,HANGING HEART JAR T-LIGHT HOLDER,-11,8/25/2011 14:12,1.25,16859,United Kingdom,8,-13.75
C564488,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,-6,8/25/2011 14:12,2.08,16859,United Kingdom,8,-12.48
C564488,23039,T-LIGHT HOLDER SILVER HEART HANDLE,-6,8/25/2011 14:12,1.95,16859,United Kingdom,8,-11.7
C564488,23090,VINTAGE GLASS T-LIGHT HOLDER,-9,8/25/2011 14:12,0.83,16859,United Kingdom,8,-7.47
C564488,22791,T-LIGHT GLASS FLUTED ANTIQUE,-12,8/25/2011 14:12,1.25,16859,United Kingdom,8,-15
C564488,84946,ANTIQUE SILVER T-LIGHT GLASS,-11,8/25/2011 14:12,1.25,16859,United Kingdom,8,-13.75
C564488,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,-12,8/25/2011 14:12,0.95,16859,United Kingdom,8,-11.4
C564488,23145,ZINC T-LIGHT HOLDER STAR LARGE,-10,8/25/2011 14:12,0.95,16859,United Kingdom,8,-9.5
C564488,23144,ZINC T-LIGHT HOLDER STARS SMALL,-9,8/25/2011 14:12,0.83,16859,United Kingdom,8,-7.47
C564488,23086,ZINC  STAR T-LIGHT HOLDER ,-16,8/25/2011 14:12,1.25,16859,United Kingdom,8,-20
C564488,23087,ZINC  HEART T-LIGHT HOLDER,-15,8/25/2011 14:12,1.25,16859,United Kingdom,8,-18.75
C564490,85132C,CHARLIE AND LOLA FIGURES TINS,-1,8/25/2011 14:14,1.95,13266,United Kingdom,8,-1.95
C564490,21395,BLUE POLKADOT BEAKER ,-2,8/25/2011 14:14,0.39,13266,United Kingdom,8,-0.78
C564491,23302,KNEELING MAT HOUSEWORK  DESIGN,-1,8/25/2011 14:15,1.65,18204,United Kingdom,8,-1.65
C564491,22423,REGENCY CAKESTAND 3 TIER,-1,8/25/2011 14:15,12.75,18204,United Kingdom,8,-12.75
C564493,84949,SILVER HANGING T-LIGHT HOLDER,-6,8/25/2011 14:19,1.65,13089,United Kingdom,8,-9.9
C564493,22364,GLASS JAR DIGESTIVE BISCUITS,-4,8/25/2011 14:19,2.95,13089,United Kingdom,8,-11.8
C564493,22360,GLASS JAR ENGLISH CONFECTIONERY,-3,8/25/2011 14:19,2.95,13089,United Kingdom,8,-8.85
C564504,23209,LUNCH BAG VINTAGE DOILY ,-10,8/25/2011 14:24,1.65,16722,United Kingdom,8,-16.5
C564506,84818,DANISH ROSE PHOTO FRAME,-24,8/25/2011 14:26,0.79,15315,United Kingdom,8,-18.96
C564545,23209,LUNCH BAG VINTAGE DOILY ,-1,8/25/2011 16:08,1.65,14188,United Kingdom,8,-1.65
C564545,20724,RED RETROSPOT CHARLOTTE BAG,-1,8/25/2011 16:08,0.85,14188,United Kingdom,8,-0.85
C564571,22505,MEMO BOARD COTTAGE DESIGN,-1,8/26/2011 11:14,4.95,14606,United Kingdom,8,-4.95
C564592,23082,SET 6 PAPER TABLE LANTERN HEARTS ,-4,8/26/2011 11:27,3.29,13408,United Kingdom,8,-13.16
C564655,23075,PARLOUR CERAMIC WALL HOOK,-14,8/26/2011 14:35,4.15,13159,United Kingdom,8,-58.1
C564711,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,8/28/2011 10:31,7.95,16768,United Kingdom,8,-7.95
C564711,21531,RED RETROSPOT SUGAR JAM BOWL,-1,8/28/2011 10:31,2.55,16768,United Kingdom,8,-2.55
C564711,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,8/28/2011 10:31,1.25,16768,United Kingdom,8,-1.25
C564730,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,8/28/2011 12:47,8.5,17841,United Kingdom,8,-8.5
C564748,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,8/30/2011 8:00,0.83,14911,EIRE,8,-4.98
C564748,23211,RED ROCKING HORSE HAND PAINTED,-24,8/30/2011 8:00,1.25,14911,EIRE,8,-30
C564748,23210,WHITE ROCKING HORSE HAND PAINTED,-24,8/30/2011 8:00,1.25,14911,EIRE,8,-30
C564748,22978,PANTRY ROLLING PIN,-5,8/30/2011 8:00,3.75,14911,EIRE,8,-18.75
C564748,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-24,8/30/2011 8:00,1.25,14911,EIRE,8,-30
C564751,22065,CHRISTMAS PUDDING TRINKET POT ,-4,8/30/2011 10:06,1.45,17828,Malta,8,-5.8
C564751,22768,FAMILY PHOTO FRAME CORNICE,-1,8/30/2011 10:06,9.95,17828,Malta,8,-9.95
C564759,22843,BISCUIT TIN VINTAGE GREEN,-1,8/30/2011 10:40,6.75,14911,EIRE,8,-6.75
C564759,21471,STRAWBERRY RAFFIA FOOD COVER,-2,8/30/2011 10:40,3.75,14911,EIRE,8,-7.5
C564759,22960,JAM MAKING SET WITH JARS,-1,8/30/2011 10:40,4.25,14911,EIRE,8,-4.25
C564763,CRUK,CRUK Commission,-1,8/30/2011 10:49,1.6,14096,United Kingdom,8,-1.6
C564813,85066,CREAM SWEETHEART MINI CHEST,-1,8/30/2011 11:46,10.95,17173,United Kingdom,8,-10.95
C564845,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,-24,8/30/2011 14:20,0.42,17416,United Kingdom,8,-10.08
C564854,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,8/31/2011 8:56,2.95,17865,United Kingdom,8,-2.95
C564854,22423,REGENCY CAKESTAND 3 TIER,-3,8/31/2011 8:56,10.95,17865,United Kingdom,8,-32.85
C564854,22698,PINK REGENCY TEACUP AND SAUCER,-1,8/31/2011 8:56,2.95,17865,United Kingdom,8,-2.95
C564899,M,Manual,-480,8/31/2011 11:31,0.22,14646,Netherlands,8,-105.6
C564899,22956,36 FOIL HEART CAKE CASES,-144,8/31/2011 11:31,1.85,14646,Netherlands,8,-266.4
C564899,21787,RAIN PONCHO RETROSPOT,-144,8/31/2011 11:31,0.65,14646,Netherlands,8,-93.6
C564900,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,-2,8/31/2011 11:34,3.75,12948,United Kingdom,8,-7.5
C564900,20969,RED FLORAL FELTCRAFT SHOULDER BAG,-1,8/31/2011 11:34,3.75,12948,United Kingdom,8,-3.75
C564903,22683,FRENCH BLUE METAL DOOR SIGN 8,-2,8/31/2011 12:05,1.25,16984,United Kingdom,8,-2.5
C564903,84843,WHITE SOAP RACK WITH 2 BOTTLES,-1,8/31/2011 12:05,5.95,16984,United Kingdom,8,-5.95
C564903,21906,PHARMACIE FIRST AID TIN,-1,8/31/2011 12:05,6.75,16984,United Kingdom,8,-6.75
C564903,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,8/31/2011 12:05,16.95,16984,United Kingdom,8,-16.95
C564903,22430,ENAMEL WATERING CAN CREAM,-1,8/31/2011 12:05,4.95,16984,United Kingdom,8,-4.95
C564903,22424,ENAMEL BREAD BIN CREAM,-1,8/31/2011 12:05,12.75,16984,United Kingdom,8,-12.75
C564903,22360,GLASS JAR ENGLISH CONFECTIONERY,-3,8/31/2011 12:05,2.95,16984,United Kingdom,8,-8.85
C564903,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,8/31/2011 12:05,0.83,16984,United Kingdom,8,-0.83
C564903,22843,BISCUIT TIN VINTAGE GREEN,-1,8/31/2011 12:05,6.75,16984,United Kingdom,8,-6.75
C564907,85066,CREAM SWEETHEART MINI CHEST,-1,8/31/2011 12:24,12.75,18225,United Kingdom,8,-12.75
C564907,23296,SET OF 6 TEA TIME BAKING CASES,-3,8/31/2011 12:24,1.25,18225,United Kingdom,8,-3.75
C564907,23168,CLASSIC CAFE SUGAR DISPENSER,-1,8/31/2011 12:24,1.25,18225,United Kingdom,8,-1.25
C564907,22804,CANDLEHOLDER PINK HANGING HEART,-1,8/31/2011 12:24,2.95,18225,United Kingdom,8,-2.95
C564907,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,8/31/2011 12:24,4.95,18225,United Kingdom,8,-4.95
C564907,22180,RETROSPOT LAMP,-1,8/31/2011 12:24,9.95,18225,United Kingdom,8,-9.95
C564907,21429,RED GINGHAM ROSE JEWELLERY BOX,-1,8/31/2011 12:24,1.95,18225,United Kingdom,8,-1.95
C564908,22729,ALARM CLOCK BAKELIKE ORANGE,-1,8/31/2011 12:26,3.75,17705,United Kingdom,8,-3.75
C564908,22726,ALARM CLOCK BAKELIKE GREEN,-1,8/31/2011 12:26,3.75,17705,United Kingdom,8,-3.75
C564908,23112,PARISIENNE CURIO CABINET,-2,8/31/2011 12:26,7.5,17705,United Kingdom,8,-15
C564908,22767,TRIPLE PHOTO FRAME CORNICE ,-1,8/31/2011 12:26,9.95,17705,United Kingdom,8,-9.95
C564908,22768,FAMILY PHOTO FRAME CORNICE,-1,8/31/2011 12:26,9.95,17705,United Kingdom,8,-9.95
C564911,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,-1,8/31/2011 12:32,3.75,16133,United Kingdom,8,-3.75
C564913,22998,TRAVEL CARD WALLET KEEP CALM,-24,8/31/2011 12:39,0.42,12560,Germany,8,-10.08
C564913,84030E,ENGLISH ROSE HOT WATER BOTTLE,-2,8/31/2011 12:39,4.25,12560,Germany,8,-8.5
C564913,23174,REGENCY SUGAR BOWL GREEN,-1,8/31/2011 12:39,4.15,12560,Germany,8,-4.15
C564913,22963,JAM JAR WITH GREEN LID,-2,8/31/2011 12:39,0.72,12560,Germany,8,-1.44
C564913,22637,PIGGY BANK RETROSPOT ,-2,8/31/2011 12:39,2.1,12560,Germany,8,-4.2
C564913,22960,JAM MAKING SET WITH JARS,-1,8/31/2011 12:39,4.25,12560,Germany,8,-4.25
C564940,22564,ALPHABET STENCIL CRAFT,-432,8/31/2011 13:10,1.06,12931,United Kingdom,8,-457.92
C564940,23207,LUNCH BAG ALPHABET DESIGN,-250,8/31/2011 13:10,1.45,12931,United Kingdom,8,-362.5
C564940,23203,JUMBO BAG VINTAGE DOILY ,-200,8/31/2011 13:10,1.79,12931,United Kingdom,8,-358
C564940,23201,JUMBO BAG ALPHABET,-140,8/31/2011 13:10,1.79,12931,United Kingdom,8,-250.6
C564940,22992,REVOLVER WOODEN RULER ,-400,8/31/2011 13:10,1.65,12931,United Kingdom,8,-660
C564940,22991,GIRAFFE WOODEN RULER,-400,8/31/2011 13:10,1.65,12931,United Kingdom,8,-660
C564940,22561,WOODEN SCHOOL COLOURING SET,-252,8/31/2011 13:10,1.45,12931,United Kingdom,8,-365.4
C564940,22493,PAINT YOUR OWN CANVAS SET,-110,8/31/2011 13:10,1.45,12931,United Kingdom,8,-159.5
C564940,20974,12 PENCILS SMALL TUBE SKULL,-334,8/31/2011 13:10,0.65,12931,United Kingdom,8,-217.1
C564941,22193,RED DINER WALL CLOCK,-2,8/31/2011 13:18,8.5,13709,United Kingdom,8,-17
C564941,22189,CREAM HEART CARD HOLDER,-4,8/31/2011 13:18,3.95,13709,United Kingdom,8,-15.8
C564942,21363,HOME SMALL WOOD LETTERS,-1,8/31/2011 13:19,4.95,18097,United Kingdom,8,-4.95
C564944,84251B,"GREETING CARD, STICKY GORDON",-12,8/31/2011 13:24,0.19,13078,United Kingdom,8,-2.28
C564945,22560,TRADITIONAL MODELLING CLAY,-1,8/31/2011 13:26,1.06,16652,United Kingdom,8,-1.06
C564945,20685,DOORMAT RED RETROSPOT,-10,8/31/2011 13:26,6.75,16652,United Kingdom,8,-67.5
C564946,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,8/31/2011 13:27,2.08,13534,United Kingdom,8,-2.08
C564946,23201,JUMBO BAG ALPHABET,-2,8/31/2011 13:27,2.08,13534,United Kingdom,8,-4.16
C564946,23199,JUMBO BAG APPLES,-3,8/31/2011 13:27,2.08,13534,United Kingdom,8,-6.24
C564947,22106,MIRROR MOSAIC HURRICANE LAMP ,-1,8/31/2011 13:29,6.75,17747,United Kingdom,8,-6.75
C564948,22363,GLASS JAR MARMALADE ,-1,8/31/2011 13:29,2.95,14895,United Kingdom,8,-2.95
C564948,21784,SHOE SHINE BOX ,-2,8/31/2011 13:29,9.95,14895,United Kingdom,8,-19.9
C564949,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,-12,8/31/2011 13:31,1.32,17706,United Kingdom,8,-15.84
C564952,23209,LUNCH BAG VINTAGE DOILY ,-2,8/31/2011 13:36,1.65,14188,United Kingdom,8,-3.3
C564952,20724,RED RETROSPOT CHARLOTTE BAG,-1,8/31/2011 13:36,0.85,14188,United Kingdom,8,-0.85
C564955,21844,RED RETROSPOT MUG,-6,8/31/2011 13:39,2.95,15786,United Kingdom,8,-17.7
C564955,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,8/31/2011 13:39,9.95,15786,United Kingdom,8,-19.9
C564955,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-12,8/31/2011 13:39,0.85,15786,United Kingdom,8,-10.2
C564955,21671,RED SPOT CERAMIC DRAWER KNOB,-1,8/31/2011 13:39,1.25,15786,United Kingdom,8,-1.25
C564955,22637,PIGGY BANK RETROSPOT ,-1,8/31/2011 13:39,2.55,15786,United Kingdom,8,-2.55
C564955,22892,SET OF SALT AND PEPPER TOADSTOOLS,-2,8/31/2011 13:39,1.25,15786,United Kingdom,8,-2.5
C564955,22891,TEA FOR ONE POLKADOT,-1,8/31/2011 13:39,4.25,15786,United Kingdom,8,-4.25
C564955,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,8/31/2011 13:39,2.95,15786,United Kingdom,8,-2.95
C564955,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,8/31/2011 13:39,2.95,15786,United Kingdom,8,-5.9
C564956,23292,SPACEBOY CHILDRENS CUP,-1,8/31/2011 13:41,1.25,16303,United Kingdom,8,-1.25
C564956,20979,36 PENCILS TUBE RED RETROSPOT,-16,8/31/2011 13:41,1.25,16303,United Kingdom,8,-20
C564956,20977,36 PENCILS TUBE WOODLAND,-16,8/31/2011 13:41,1.25,16303,United Kingdom,8,-20
C564956,21452,TOADSTOOL MONEY BOX,-2,8/31/2011 13:41,2.95,16303,United Kingdom,8,-5.9
C564956,22637,PIGGY BANK RETROSPOT ,-3,8/31/2011 13:41,2.55,16303,United Kingdom,8,-7.65
C564960,23035,DRAWER KNOB CERAMIC IVORY,-6,8/31/2011 14:24,1.45,14525,United Kingdom,8,-8.7
C564960,23025,DRAWER KNOB VINTAGE GLASS BALL,-6,8/31/2011 14:24,2.08,14525,United Kingdom,8,-12.48
C564964,22698,PINK REGENCY TEACUP AND SAUCER,-2,8/31/2011 15:00,2.95,17315,United Kingdom,8,-5.9
